condition,time_sec,luminance_mean,visual_change,cut_event,flash_proxy,audio_rms_proxy,audio_derivative_proxy,cue_on,cue_value,cue_phase_sin,cue_phase_cos,als_start_pulse
override,62.5,69.659,0.08464,0,0,0.08201,0,0,0,-0.866025,0.5,0
override,62.75,70.112,0.08654,0,0,0.08242,0,0,0,-0.5,0.866025,0
override,63.0,70.562,0.08804,0,0,0.082865,0,1,7,0.0,1.0,0
override,63.25,71.009,0.08913,0,0,0.083343,0,1,7,0.5,0.866025,0
override,63.5,71.451,0.08978,0,0,0.083853,0,1,7,0.866025,0.5,0
override,63.75,71.888,0.09,0,0,0.084393,0,1,7,1.0,0.0,0
override,64.0,72.321,0.08978,0,0,0.084963,0,0,0,0.866025,-0.5,0
override,64.25,72.749,0.08913,0,0,0.08556,0,0,0,0.5,-0.866025,0
override,64.5,73.172,0.08804,0,0,0.086183,0,0,0,0.0,-1.0,0
override,64.75,73.589,0.08654,0,0,0.08683,0,0,0,-0.5,-0.866025,0
override,65.0,74.0,0.08464,0,0,0.0875,0,0,0,-0.866025,-0.5,0
override,65.25,74.405,0.08236,0,0,0.08819,0,0,0,-1.0,-0.0,0
override,65.5,74.804,0.07973,0,0,0.088899,0,0,0,-0.866025,0.5,0
override,65.75,75.195,0.07677,0,0,0.089624,0,0,0,-0.5,0.866025,0
override,66.0,75.58,0.07351,0,0,0.090365,0,1,5,0.0,1.0,0
override,66.25,75.958,0.07,0,0,0.091118,0,1,5,0.5,0.866025,0
override,66.5,76.328,0.06627,0,0,0.091881,0,1,5,0.866025,0.5,0
override,66.75,76.69,0.06236,0,0,0.092653,0,1,5,1.0,0.0,0
override,67.0,77.044,0.05832,0,0,0.093432,0,0,0,0.866025,-0.5,0
override,67.25,77.39,0.05418,0,0,0.094215,0,0,0,0.5,-0.866025,0
override,67.5,77.728,0.05,0,0,0.095,0,0,0,0.0,-1.0,0
override,67.75,78.057,0.05418,0,0,0.095785,0,0,0,-0.5,-0.866025,0
override,68.0,78.377,0.05832,0,0,0.096568,0,0,0,-0.866025,-0.5,0
override,68.25,78.687,0.06236,0,0,0.097347,0,0,0,-1.0,-0.0,0
override,68.5,78.989,0.06627,0,0,0.098119,0,0,0,-0.866025,0.5,0
override,68.75,79.28,0.07,0,0,0.098882,0,0,0,-0.5,0.866025,0
override,69.0,79.562,0.07351,0,0,0.099635,0,1,9,0.0,1.0,0
override,69.25,79.834,0.07677,0,0,0.100376,0,1,9,0.5,0.866025,0
override,69.5,80.096,0.07973,0,0,0.101101,0,1,9,0.866025,0.5,0
override,69.75,80.348,0.08236,0,0,0.10181,0,1,9,1.0,0.0,0
override,70.0,80.588,0.08464,0,0,0.1025,0,0,0,0.866025,-0.5,0
override,70.25,80.819,0.08654,0,0,0.10317,0,0,0,0.5,-0.866025,0
override,70.5,81.038,0.08804,0,0,0.103817,0,0,0,0.0,-1.0,0
override,70.75,81.247,0.08913,0,0,0.10444,0,0,0,-0.5,-0.866025,0
override,71.0,81.444,0.08978,0,0,0.105037,0,0,0,-0.866025,-0.5,0
override,71.25,81.63,0.09,0,0,0.105607,0,0,0,-1.0,-0.0,0
override,71.5,81.804,0.08978,0,0,0.106147,0,0,0,-0.866025,0.5,0
override,71.75,81.968,0.08913,0,0,0.106657,0,0,0,-0.5,0.866025,0
override,72.0,82.119,0.08804,0,0,0.107135,0,1,3,0.0,1.0,0
override,72.25,82.259,0.08654,0,0,0.10758,0,1,3,0.5,0.866025,0
override,72.5,82.387,0.08464,0,0,0.10799,0,1,3,0.866025,0.5,0
override,72.75,82.503,0.08236,0,0,0.108365,0,1,3,1.0,0.0,0
override,73.0,82.607,0.07973,0,0,0.108703,0,0,0,0.866025,-0.5,0
override,73.25,82.699,0.07677,0,0,0.109004,0,0,0,0.5,-0.866025,0
override,73.5,82.778,0.07351,0,0,0.109266,0,0,0,0.0,-1.0,0
override,73.75,82.846,0.07,0,0,0.109489,0,0,0,-0.5,-0.866025,0
override,74.0,82.901,0.06627,0,0,0.109672,0,0,0,-0.866025,-0.5,0
override,74.25,82.945,0.06236,0,0,0.109815,0,0,0,-1.0,-0.0,0
override,74.5,82.975,0.05832,0,0,0.109918,0,0,0,-0.866025,0.5,0
override,74.75,82.994,0.05418,0,0,0.109979,0,0,0,-0.5,0.866025,0
override,75.0,83.0,0.05,0,0,0.11,0,1,5,0.0,1.0,0
override,75.25,82.994,0.05418,0,0,0.109979,0,1,5,0.5,0.866025,0
override,75.5,82.975,0.05832,0,0,0.109918,0,1,5,0.866025,0.5,0
override,75.75,82.945,0.06236,0,0,0.109815,0,1,5,1.0,0.0,0
override,76.0,82.901,0.06627,0,0,0.109672,0,0,0,0.866025,-0.5,0
override,76.25,82.846,0.07,0,0,0.109489,0,0,0,0.5,-0.866025,0
override,76.5,82.778,0.07351,0,0,0.109266,0,0,0,0.0,-1.0,0
override,76.75,82.699,0.07677,0,0,0.109004,0,0,0,-0.5,-0.866025,0
override,77.0,82.607,0.07973,0,0,0.108703,0,0,0,-0.866025,-0.5,0
override,77.25,82.503,0.08236,0,0,0.108365,0,0,0,-1.0,-0.0,0
override,77.5,82.387,0.08464,0,0,0.10799,0,0,0,-0.866025,0.5,0
override,77.75,82.259,0.08654,0,0,0.10758,0,0,0,-0.5,0.866025,0
override,78.0,82.119,0.08804,0,0,0.107135,0,1,3,0.0,1.0,0
override,78.25,81.968,0.08913,0,0,0.106657,0,1,3,0.5,0.866025,0
override,78.5,81.804,0.08978,0,0,0.106147,0,1,3,0.866025,0.5,0
override,78.75,81.63,0.09,0,0,0.105607,0,1,3,1.0,0.0,0
override,79.0,81.444,0.08978,0,0,0.105037,0,0,0,0.866025,-0.5,0
override,79.25,81.247,0.08913,0,0,0.10444,0,0,0,0.5,-0.866025,0
override,79.5,81.038,0.08804,0,0,0.103817,0,0,0,0.0,-1.0,0
override,79.75,80.819,0.08654,0,0,0.10317,0,0,0,-0.5,-0.866025,0
override,80.0,80.588,0.08464,0,0,0.1025,0,0,0,-0.866025,-0.5,0
override,80.25,80.348,0.08236,0,0,0.10181,0,0,0,-1.0,-0.0,0
override,80.5,80.096,0.07973,0,0,0.101101,0,0,0,-0.866025,0.5,0
override,80.75,79.834,0.07677,0,0,0.100376,0,0,0,-0.5,0.866025,0
override,81.0,79.562,0.07351,0,0,0.099635,0,1,2,0.0,1.0,0
override,81.25,79.28,0.07,0,0,0.098882,0,1,2,0.5,0.866025,0
override,81.5,78.989,0.06627,0,0,0.098119,0,1,2,0.866025,0.5,0
override,81.75,78.687,0.06236,0,0,0.097347,0,1,2,1.0,0.0,0
override,82.0,78.377,0.05832,0,0,0.096568,0,0,0,0.866025,-0.5,0
override,82.25,78.057,0.05418,0,0,0.095785,0,0,0,0.5,-0.866025,0
override,82.5,77.728,0.05,0,0,0.095,0,0,0,0.0,-1.0,0
override,82.75,77.39,0.05418,0,0,0.094215,0,0,0,-0.5,-0.866025,0
override,83.0,77.044,0.05832,0,0,0.093432,0,0,0,-0.866025,-0.5,0
override,83.25,76.69,0.06236,0,0,0.092653,0,0,0,-1.0,-0.0,0
override,83.5,76.328,0.06627,0,0,0.091881,0,0,0,-0.866025,0.5,0
override,83.75,75.958,0.07,0,0,0.091118,0,0,0,-0.5,0.866025,0
override,84.0,75.58,0.07351,0,0,0.090365,0,1,9,0.0,1.0,0
override,84.25,75.195,0.07677,0,0,0.089624,0,1,9,0.5,0.866025,0
override,84.5,74.804,0.07973,0,0,0.088899,0,1,9,0.866025,0.5,0
override,84.75,74.405,0.08236,0,0,0.08819,0,1,9,1.0,0.0,0
override,85.0,74.0,0.08464,0,0,0.0875,0,0,0,0.866025,-0.5,0
override,85.25,73.589,0.08654,0,0,0.08683,0,0,0,0.5,-0.866025,0
override,85.5,73.172,0.08804,0,0,0.086183,0,0,0,0.0,-1.0,0
override,85.75,72.749,0.08913,0,0,0.08556,0,0,0,-0.5,-0.866025,0
override,86.0,72.321,0.08978,0,0,0.084963,0,0,0,-0.866025,-0.5,0
override,86.25,71.888,0.09,0,0,0.084393,0,0,0,-1.0,-0.0,0
override,86.5,71.451,0.08978,0,0,0.083853,0,0,0,-0.866025,0.5,0
override,86.75,71.009,0.08913,0,0,0.083343,0,0,0,-0.5,0.866025,0
override,87.0,70.562,0.08804,0,0,0.082865,0,1,1,0.0,1.0,0
override,87.25,70.112,0.08654,0,0,0.08242,0,1,1,0.5,0.866025,0
override,87.5,69.659,0.08464,0,0,0.08201,0,1,1,0.866025,0.5,0
override,87.75,69.202,0.08236,0,0,0.081635,0,1,1,1.0,0.0,0
override,88.0,68.742,0.07973,0,0,0.081297,0,0,0,0.866025,-0.5,0
override,88.25,68.28,0.07677,0,0,0.080996,0,0,0,0.5,-0.866025,0
override,88.5,67.816,0.07351,0,0,0.080734,0,0,0,0.0,-1.0,0
override,88.75,67.349,0.07,0,0,0.080511,0,0,0,-0.5,-0.866025,0
override,89.0,66.882,0.06627,0,0,0.080328,0,0,0,-0.866025,-0.5,0
override,89.25,66.412,0.06236,0,0,0.080185,0,0,0,-1.0,-0.0,0
override,89.5,65.942,0.05832,0,0,0.080082,0,0,0,-0.866025,0.5,0
override,89.75,65.471,0.05418,0,0,0.080021,0,0,0,-0.5,0.866025,0
override,90.0,85.0,0.05,1,0,0.08,0,1,5,0.0,1.0,0
override,90.25,84.529,0.05418,0,0,0.080021,0,1,5,0.5,0.866025,0
override,90.5,84.058,0.05832,0,0,0.080082,0,1,5,0.866025,0.5,0
override,90.75,83.588,0.06236,0,0,0.080185,0,1,5,1.0,0.0,0
override,91.0,83.118,0.06627,0,0,0.080328,0,0,0,0.866025,-0.5,0
override,91.25,82.651,0.07,0,0,0.080511,0,0,0,0.5,-0.866025,0
override,91.5,82.184,0.07351,0,0,0.080734,0,0,0,0.0,-1.0,0
override,91.75,81.72,0.07677,0,0,0.080996,0,0,0,-0.5,-0.866025,0
override,92.0,81.258,0.07973,0,0,0.081297,0,0,0,-0.866025,-0.5,0
override,92.25,80.798,0.08236,0,0,0.081635,0,0,0,-1.0,-0.0,0
override,92.5,80.341,0.08464,0,0,0.08201,0,0,0,-0.866025,0.5,0
override,92.75,79.888,0.08654,0,0,0.08242,0,0,0,-0.5,0.866025,0
override,93.0,79.438,0.08804,0,0,0.082865,0,1,5,0.0,1.0,0
override,93.25,78.991,0.08913,0,0,0.083343,0,1,5,0.5,0.866025,0
override,93.5,78.549,0.08978,0,0,0.083853,0,1,5,0.866025,0.5,0
override,93.75,78.112,0.09,0,0,0.084393,0,1,5,1.0,0.0,0
override,94.0,77.679,0.08978,0,0,0.084963,0,0,0,0.866025,-0.5,0
override,94.25,77.251,0.08913,0,0,0.08556,0,0,0,0.5,-0.866025,0
override,94.5,76.828,0.08804,0,0,0.086183,0,0,0,0.0,-1.0,0
override,94.75,76.411,0.08654,0,0,0.08683,0,0,0,-0.5,-0.866025,0
override,95.0,76.0,0.08464,0,0,0.0875,0,0,0,-0.866025,-0.5,0
override,95.25,75.595,0.08236,0,0,0.08819,0,0,0,-1.0,-0.0,0
override,95.5,75.196,0.07973,0,0,0.088899,0,0,0,-0.866025,0.5,0
override,95.75,74.805,0.07677,0,0,0.089624,0,0,0,-0.5,0.866025,0
override,96.0,74.42,0.07351,0,0,0.090365,0,1,8,0.0,1.0,0
override,96.25,74.042,0.07,0,0,0.091118,0,1,8,0.5,0.866025,0
override,96.5,73.672,0.06627,0,0,0.091881,0,1,8,0.866025,0.5,0
override,96.75,73.31,0.06236,0,0,0.092653,0,1,8,1.0,0.0,0
override,97.0,72.956,0.05832,0,0,0.093432,0,0,0,0.866025,-0.5,0
override,97.25,72.61,0.05418,0,0,0.094215,0,0,0,0.5,-0.866025,0
override,97.5,72.272,0.05,0,0,0.095,0,0,0,0.0,-1.0,0
override,97.75,71.943,0.05418,0,0,0.095785,0,0,0,-0.5,-0.866025,0
override,98.0,71.623,0.05832,0,0,0.096568,0,0,0,-0.866025,-0.5,0
override,98.25,71.313,0.06236,0,0,0.097347,0,0,0,-1.0,-0.0,0
override,98.5,71.011,0.06627,0,0,0.098119,0,0,0,-0.866025,0.5,0
override,98.75,70.72,0.07,0,0,0.098882,0,0,0,-0.5,0.866025,0
override,99.0,70.438,0.07351,0,0,0.099635,0,1,7,0.0,1.0,0
override,99.25,70.166,0.07677,0,0,0.100376,0,1,7,0.5,0.866025,0
override,99.5,69.904,0.07973,0,0,0.101101,0,1,7,0.866025,0.5,0
override,99.75,69.652,0.08236,0,0,0.10181,0,1,7,1.0,0.0,0
override,100.0,69.412,0.08464,0,0,0.1025,0,0,0,0.866025,-0.5,0
override,100.25,69.181,0.08654,0,0,0.10317,0,0,0,0.5,-0.866025,0
override,100.5,68.962,0.08804,0,0,0.103817,0,0,0,0.0,-1.0,0
override,100.75,68.753,0.08913,0,0,0.10444,0,0,0,-0.5,-0.866025,0
override,101.0,68.556,0.08978,0,0,0.105037,0,0,0,-0.866025,-0.5,0
override,101.25,68.37,0.09,0,0,0.105607,0,0,0,-1.0,-0.0,0
override,101.5,68.196,0.08978,0,0,0.106147,0,0,0,-0.866025,0.5,0
override,101.75,68.032,0.08913,0,0,0.106657,0,0,0,-0.5,0.866025,0
override,102.0,67.881,0.08804,0,0,0.107135,0,1,1,0.0,1.0,0
override,102.25,67.741,0.08654,0,0,0.10758,0,1,1,0.5,0.866025,0
override,102.5,67.613,0.08464,0,0,0.10799,0,1,1,0.866025,0.5,0
override,102.75,67.497,0.08236,0,0,0.108365,0,1,1,1.0,0.0,0
override,103.0,67.393,0.07973,0,0,0.108703,0,0,0,0.866025,-0.5,0
override,103.25,67.301,0.07677,0,0,0.109004,0,0,0,0.5,-0.866025,0
override,103.5,67.222,0.07351,0,0,0.109266,0,0,0,0.0,-1.0,0
override,103.75,67.154,0.07,0,0,0.109489,0,0,0,-0.5,-0.866025,0
override,104.0,67.099,0.06627,0,0,0.109672,0,0,0,-0.866025,-0.5,0
override,104.25,67.055,0.06236,0,0,0.109815,0,0,0,-1.0,-0.0,0
override,104.5,67.025,0.05832,0,0,0.109918,0,0,0,-0.866025,0.5,0
override,104.75,67.006,0.05418,0,0,0.109979,0,0,0,-0.5,0.866025,0
override,105.0,67.0,0.05,0,0,0.11,0,1,2,0.0,1.0,0
override,105.25,67.006,0.05418,0,0,0.109979,0,1,2,0.5,0.866025,0
override,105.5,67.025,0.05832,0,0,0.109918,0,1,2,0.866025,0.5,0
override,105.75,67.055,0.06236,0,0,0.109815,0,1,2,1.0,0.0,0
override,106.0,67.099,0.06627,0,0,0.109672,0,0,0,0.866025,-0.5,0
override,106.25,67.154,0.07,0,0,0.109489,0,0,0,0.5,-0.866025,0
override,106.5,67.222,0.07351,0,0,0.109266,0,0,0,0.0,-1.0,0
override,106.75,67.301,0.07677,0,0,0.109004,0,0,0,-0.5,-0.866025,0
override,107.0,67.393,0.07973,0,0,0.108703,0,0,0,-0.866025,-0.5,0
override,107.25,67.497,0.08236,0,0,0.108365,0,0,0,-1.0,-0.0,0
override,107.5,67.613,0.08464,0,0,0.10799,0,0,0,-0.866025,0.5,0
override,107.75,67.741,0.08654,0,0,0.10758,0,0,0,-0.5,0.866025,0
override,108.0,67.881,0.08804,0,0,0.107135,0,1,6,0.0,1.0,0
override,108.25,68.032,0.08913,0,0,0.106657,0,1,6,0.5,0.866025,0
override,108.5,68.196,0.08978,0,0,0.106147,0,1,6,0.866025,0.5,0
override,108.75,68.37,0.09,0,0,0.105607,0,1,6,1.0,0.0,0
override,109.0,68.556,0.08978,0,0,0.105037,0,0,0,0.866025,-0.5,0
override,109.25,68.753,0.08913,0,0,0.10444,0,0,0,0.5,-0.866025,0
override,109.5,68.962,0.08804,0,0,0.103817,0,0,0,0.0,-1.0,0
override,109.75,69.181,0.08654,0,0,0.10317,0,0,0,-0.5,-0.866025,0
override,110.0,69.412,0.08464,0,0,0.1025,0,0,0,-0.866025,-0.5,0
override,110.25,69.652,0.08236,0,0,0.10181,0,0,0,-1.0,-0.0,0
override,110.5,69.904,0.07973,0,0,0.101101,0,0,0,-0.866025,0.5,0
override,110.75,70.166,0.07677,0,0,0.100376,0,0,0,-0.5,0.866025,0
override,111.0,70.438,0.07351,0,0,0.099635,0,1,9,0.0,1.0,0
override,111.25,70.72,0.07,0,0,0.098882,0,1,9,0.5,0.866025,0
override,111.5,71.011,0.06627,0,0,0.098119,0,1,9,0.866025,0.5,0
override,111.75,71.313,0.06236,0,0,0.097347,0,1,9,1.0,0.0,0
override,112.0,71.623,0.05832,0,0,0.096568,0,0,0,0.866025,-0.5,0
override,112.25,71.943,0.05418,0,0,0.095785,0,0,0,0.5,-0.866025,0
override,112.5,72.272,0.05,0,0,0.095,0,0,0,0.0,-1.0,0
override,112.75,72.61,0.05418,0,0,0.094215,0,0,0,-0.5,-0.866025,0
override,113.0,72.956,0.05832,0,0,0.093432,0,0,0,-0.866025,-0.5,0
override,113.25,73.31,0.06236,0,0,0.092653,0,0,0,-1.0,-0.0,0
override,113.5,73.672,0.06627,0,0,0.091881,0,0,0,-0.866025,0.5,0
override,113.75,74.042,0.07,0,0,0.091118,0,0,0,-0.5,0.866025,0
override,114.0,74.42,0.07351,0,0,0.090365,0,1,7,0.0,1.0,0
override,114.25,74.805,0.07677,0,0,0.089624,0,1,7,0.5,0.866025,0
override,114.5,75.196,0.07973,0,0,0.088899,0,1,7,0.866025,0.5,0
override,114.75,75.595,0.08236,0,0,0.08819,0,1,7,1.0,0.0,0
override,115.0,76.0,0.08464,0,0,0.0875,0,0,0,0.866025,-0.5,0
override,115.25,76.411,0.08654,0,0,0.08683,0,0,0,0.5,-0.866025,0
override,115.5,76.828,0.08804,0,0,0.086183,0,0,0,0.0,-1.0,0
override,115.75,77.251,0.08913,0,0,0.08556,0,0,0,-0.5,-0.866025,0
override,116.0,77.679,0.08978,0,0,0.084963,0,0,0,-0.866025,-0.5,0
override,116.25,78.112,0.09,0,0,0.084393,0,0,0,-1.0,-0.0,0
override,116.5,78.549,0.08978,0,0,0.083853,0,0,0,-0.866025,0.5,0
override,116.75,78.991,0.08913,0,0,0.083343,0,0,0,-0.5,0.866025,0
override,117.0,79.438,0.08804,0,0,0.082865,0,1,10,0.0,1.0,0
override,117.25,79.888,0.08654,0,0,0.08242,0,1,10,0.5,0.866025,0
override,117.5,80.341,0.08464,0,0,0.08201,0,1,10,0.866025,0.5,0
override,117.75,80.798,0.08236,0,0,0.081635,0,1,10,1.0,0.0,0
override,118.0,81.258,0.07973,0,0,0.081297,0,0,0,0.866025,-0.5,0
override,118.25,81.72,0.07677,0,0,0.080996,0,0,0,0.5,-0.866025,0
override,118.5,82.184,0.07351,0,0,0.080734,0,0,0,0.0,-1.0,0
override,118.75,82.651,0.07,0,0,0.080511,0,0,0,-0.5,-0.866025,0
override,119.0,83.118,0.06627,0,0,0.080328,0,0,0,-0.866025,-0.5,0
override,119.25,83.588,0.06236,0,0,0.080185,0,0,0,-1.0,-0.0,0
override,119.5,84.058,0.05832,0,0,0.080082,0,0,0,-0.866025,0.5,0
override,119.75,84.529,0.05418,0,0,0.080021,0,0,0,-0.5,0.866025,0
override,120.0,85.0,0.05,0,0,0.08,0,1,2,0.0,1.0,0
override,120.25,85.471,0.05418,0,0,0.080021,0,1,2,0.5,0.866025,0
override,120.5,85.942,0.05832,0,0,0.080082,0,1,2,0.866025,0.5,0
override,120.75,86.412,0.06236,0,0,0.080185,0,1,2,1.0,0.0,0
override,121.0,86.882,0.06627,0,0,0.080328,0,0,0,0.866025,-0.5,0
override,121.25,87.349,0.07,0,0,0.080511,0,0,0,0.5,-0.866025,0
override,121.5,87.816,0.07351,0,0,0.080734,0,0,0,0.0,-1.0,0
override,121.75,88.28,0.07677,0,0,0.080996,0,0,0,-0.5,-0.866025,0
override,122.0,88.742,0.07973,0,0,0.081297,0,0,0,-0.866025,-0.5,0
override,122.25,89.202,0.08236,0,0,0.081635,0,0,0,-1.0,-0.0,0
override,122.5,89.659,0.08464,0,0,0.08201,0,0,0,-0.866025,0.5,0
override,122.75,90.112,0.08654,0,0,0.08242,0,0,0,-0.5,0.866025,0
override,123.0,90.562,0.08804,0,0,0.082865,0,1,2,0.0,1.0,0
override,123.25,91.009,0.08913,0,0,0.083343,0,1,2,0.5,0.866025,0
override,123.5,91.451,0.08978,0,0,0.083853,0,1,2,0.866025,0.5,0
override,123.75,91.888,0.09,0,0,0.084393,0,1,2,1.0,0.0,0
override,124.0,92.321,0.08978,0,0,0.084963,0,0,0,0.866025,-0.5,0
override,124.25,92.749,0.08913,0,0,0.08556,0,0,0,0.5,-0.866025,0
override,124.5,93.172,0.08804,0,0,0.086183,0,0,0,0.0,-1.0,0
override,124.75,93.589,0.08654,0,0,0.08683,0,0,0,-0.5,-0.866025,0
override,125.0,94.0,0.08464,0,0,0.0875,0,0,0,-0.866025,-0.5,0
override,125.25,94.405,0.08236,0,0,0.08819,0,0,0,-1.0,-0.0,0
override,125.5,94.804,0.07973,0,0,0.088899,0,0,0,-0.866025,0.5,0
override,125.75,95.195,0.07677,0,0,0.089624,0,0,0,-0.5,0.866025,0
override,126.0,95.58,0.07351,0,0,0.090365,0,1,5,0.0,1.0,0
override,126.25,95.958,0.07,0,0,0.091118,0,1,5,0.5,0.866025,0
override,126.5,96.328,0.06627,0,0,0.091881,0,1,5,0.866025,0.5,0
override,126.75,96.69,0.06236,0,0,0.092653,0,1,5,1.0,0.0,0
override,127.0,97.044,0.05832,0,0,0.093432,0,0,0,0.866025,-0.5,0
override,127.25,97.39,0.05418,0,0,0.094215,0,0,0,0.5,-0.866025,0
override,127.5,97.728,0.05,0,0,0.095,0,0,0,0.0,-1.0,0
override,127.75,98.057,0.05418,0,0,0.095785,0,0,0,-0.5,-0.866025,0
override,128.0,98.377,0.05832,0,0,0.096568,0,0,0,-0.866025,-0.5,0
override,128.25,98.687,0.06236,0,0,0.097347,0,0,0,-1.0,-0.0,0
override,128.5,98.989,0.06627,0,0,0.098119,0,0,0,-0.866025,0.5,0
override,128.75,99.28,0.07,0,0,0.098882,0,0,0,-0.5,0.866025,0
override,129.0,99.562,0.07351,0,0,0.099635,0,1,4,0.0,1.0,0
override,129.25,99.834,0.07677,0,0,0.100376,0,1,4,0.5,0.866025,0
override,129.5,100.096,0.07973,0,0,0.101101,0,1,4,0.866025,0.5,0
override,129.75,100.348,0.08236,0,0,0.10181,0,1,4,1.0,0.0,0
override,130.0,100.588,0.08464,0,0,0.1025,0,0,0,0.866025,-0.5,0
override,130.25,100.819,0.08654,0,0,0.10317,0,0,0,0.5,-0.866025,0
override,130.5,101.038,0.08804,0,0,0.103817,0,0,0,0.0,-1.0,0
override,130.75,101.247,0.08913,0,0,0.10444,0,0,0,-0.5,-0.866025,0
override,131.0,101.444,0.08978,0,0,0.105037,0,0,0,-0.866025,-0.5,0
override,131.25,101.63,0.09,0,0,0.105607,0,0,0,-1.0,-0.0,0
override,131.5,101.804,0.08978,0,0,0.106147,0,0,0,-0.866025,0.5,0
override,131.75,101.968,0.08913,0,0,0.106657,0,0,0,-0.5,0.866025,0
override,132.0,102.119,0.08804,0,0,0.107135,0,1,5,0.0,1.0,0
override,132.25,102.259,0.08654,0,0,0.10758,0,1,5,0.5,0.866025,0
override,132.5,102.387,0.08464,0,0,0.10799,0,1,5,0.866025,0.5,0
override,132.75,102.503,0.08236,0,0,0.108365,0,1,5,1.0,0.0,0
override,133.0,102.607,0.07973,0,0,0.108703,0,0,0,0.866025,-0.5,0
override,133.25,102.699,0.07677,0,0,0.109004,0,0,0,0.5,-0.866025,0
override,133.5,102.778,0.07351,0,0,0.109266,0,0,0,0.0,-1.0,0
override,133.75,102.846,0.07,0,0,0.109489,0,0,0,-0.5,-0.866025,0
override,134.0,102.901,0.06627,0,0,0.109672,0,0,0,-0.866025,-0.5,0
override,134.25,102.945,0.06236,0,0,0.109815,0,0,0,-1.0,-0.0,0
override,134.5,102.975,0.05832,0,0,0.109918,0,0,0,-0.866025,0.5,0
override,134.75,102.994,0.05418,0,0,0.109979,0,0,0,-0.5,0.866025,0
override,135.0,88.0,0.05,1,0,0.11,0,1,7,0.0,1.0,0
override,135.25,87.994,0.05418,0,0,0.109979,0,1,7,0.5,0.866025,0
override,135.5,87.975,0.05832,0,0,0.109918,0,1,7,0.866025,0.5,0
override,135.75,87.945,0.06236,0,0,0.109815,0,1,7,1.0,0.0,0
override,136.0,87.901,0.06627,0,0,0.109672,0,0,0,0.866025,-0.5,0
override,136.25,87.846,0.07,0,0,0.109489,0,0,0,0.5,-0.866025,0
override,136.5,87.778,0.07351,0,0,0.109266,0,0,0,0.0,-1.0,0
override,136.75,87.699,0.07677,0,0,0.109004,0,0,0,-0.5,-0.866025,0
override,137.0,87.607,0.07973,0,0,0.108703,0,0,0,-0.866025,-0.5,0
override,137.25,87.503,0.08236,0,0,0.108365,0,0,0,-1.0,-0.0,0
override,137.5,87.387,0.08464,0,0,0.10799,0,0,0,-0.866025,0.5,0
override,137.75,87.259,0.08654,0,0,0.10758,0,0,0,-0.5,0.866025,0
override,138.0,87.119,0.08804,0,0,0.107135,0,1,10,0.0,1.0,0
override,138.25,86.968,0.08913,0,0,0.106657,0,1,10,0.5,0.866025,0
override,138.5,86.804,0.08978,0,0,0.106147,0,1,10,0.866025,0.5,0
override,138.75,86.63,0.09,0,0,0.105607,0,1,10,1.0,0.0,0
override,139.0,86.444,0.08978,0,0,0.105037,0,0,0,0.866025,-0.5,0
override,139.25,86.247,0.08913,0,0,0.10444,0,0,0,0.5,-0.866025,0
override,139.5,86.038,0.08804,0,0,0.103817,0,0,0,0.0,-1.0,0
override,139.75,85.819,0.08654,0,0,0.10317,0,0,0,-0.5,-0.866025,0
override,140.0,85.588,0.08464,0,0,0.1025,0,0,0,-0.866025,-0.5,0
override,140.25,85.348,0.08236,0,0,0.10181,0,0,0,-1.0,-0.0,0
override,140.5,85.096,0.07973,0,0,0.101101,0,0,0,-0.866025,0.5,0
override,140.75,84.834,0.07677,0,0,0.100376,0,0,0,-0.5,0.866025,0
override,141.0,84.562,0.07351,0,0,0.099635,0,1,2,0.0,1.0,0
override,141.25,84.28,0.07,0,0,0.098882,0,1,2,0.5,0.866025,0
override,141.5,83.989,0.06627,0,0,0.098119,0,1,2,0.866025,0.5,0
override,141.75,83.687,0.06236,0,0,0.097347,0,1,2,1.0,0.0,0
override,142.0,83.377,0.05832,0,0,0.096568,0,0,0,0.866025,-0.5,0
override,142.25,83.057,0.05418,0,0,0.095785,0,0,0,0.5,-0.866025,0
override,142.5,82.728,0.05,0,0,0.095,0,0,0,0.0,-1.0,0
override,142.75,82.39,0.05418,0,0,0.094215,0,0,0,-0.5,-0.866025,0
override,143.0,82.044,0.05832,0,0,0.093432,0,0,0,-0.866025,-0.5,0
override,143.25,81.69,0.06236,0,0,0.092653,0,0,0,-1.0,-0.0,0
override,143.5,81.328,0.06627,0,0,0.091881,0,0,0,-0.866025,0.5,0
override,143.75,80.958,0.07,0,0,0.091118,0,0,0,-0.5,0.866025,0
override,144.0,80.58,0.07351,0,0,0.090365,0,1,9,0.0,1.0,0
override,144.25,80.195,0.07677,0,0,0.089624,0,1,9,0.5,0.866025,0
override,144.5,79.804,0.07973,0,0,0.088899,0,1,9,0.866025,0.5,0
override,144.75,79.405,0.08236,0,0,0.08819,0,1,9,1.0,0.0,0
override,145.0,79.0,0.08464,0,0,0.0875,0,0,0,0.866025,-0.5,0
override,145.25,78.589,0.08654,0,0,0.08683,0,0,0,0.5,-0.866025,0
override,145.5,78.172,0.08804,0,0,0.086183,0,0,0,0.0,-1.0,0
override,145.75,77.749,0.08913,0,0,0.08556,0,0,0,-0.5,-0.866025,0
override,146.0,77.321,0.08978,0,0,0.084963,0,0,0,-0.866025,-0.5,0
